Nr,Groep,In gebruik,Vraag NL,Antwoord,Oorspronkelijke bron,Gebruikte bron,Uitkomst,Bewijszin
582,niet gevonden,puzzel,Hoeveel vleugels heeft een passagiersvliegtuig?,2,https://www.faa.gov/regulations_policies/handbooks_manuals/aviation/phak,https://www.faa.gov/regulations_policies/handbooks_manuals/aviation/phak,bevestigd,Subnav: Aircraft 2
585,niet gevonden,puzzel,Hoeveel wielen heeft een Formule 1-auto?,4,https://www.fia.com/regulation/category/110,https://www.fia.com/regulation/category/110,getal gezien,FIA F4 World Cup
600,niet gevonden,puzzel,Hoeveel zijden heeft een octagoon?,8,https://www.eia.gov/tools/faqs/faq.php?id=327&t=6,https://www.eia.gov/tools/faqs/faq.php?id=327&t=6,niet gevonden,
605,niet gevonden,—,Hoeveel liter bloed pompt een mensenhart gemiddeld per dag rond?,7500,https://mathworld.wolfram.com/PolygonDiagonal.html,https://mathworld.wolfram.com/PolygonDiagonal.html,niet gevonden,
628,niet gevonden,—,Hoeveel woorden telt À la recherche du temps perdu volgens Guinness World Records?,9609000,https://www.guinnessworldrecords.com/world-records/longest-novel,https://www.guinnessworldrecords.com/world-records/longest-novel,bevestigd,9609000 total number
629,niet gevonden,—,In welk jaar werd de eerste universiteit ter wereld gesticht volgens de traditionele telling?,859,https://www.guinnessworldrecords.com/world-records/oldest-university,https://www.guinnessworldrecords.com/world-records/oldest-university,getal gezien,"The oldest existing and continually operating educational institution in the world is the University of Karueein, founded in 859 AD in Fez, Morocco."
631,niet gevonden,—,Hoeveel kleuren heeft de vlag van Zuid-Afrika?,6,https://www.gov.za/about-sa/national-flag,https://www.gov.za/about-sa/national-flag,niet gevonden,
636,niet gevonden,—,Hoeveel dagen duurt de draagtijd van een olifant ongeveer?,660,https://animals.sandiegozoo.org/animals/elephant,https://animals.sandiegozoo.org/animals/elephant,niet gevonden,
682,niet gevonden,—,Hoeveel tanden heeft een volwassen huiskat?,30,https://vcahospitals.com/know-your-pet/dental-disease-in-cats,https://vcahospitals.com/know-your-pet/dental-disease-in-cats,niet gevonden,
696,niet gevonden,—,Hoeveel cent zit er in één euro?,100,https://www.ecb.europa.eu/euro/coins/html/index.en.html,https://www.ecb.europa.eu/euro/coins/html/index.en.html,niet gevonden,
701,niet gevonden,—,Hoeveel verschillende coupures heeft de eurobankbiljettenreeks?,7,https://www.ecb.europa.eu/euro/banknotes/current/denominations/html/index.en.html,https://www.ecb.europa.eu/euro/banknotes/current/denominations/html/index.en.html,niet gevonden,
702,niet gevonden,—,Hoeveel verschillende euromunten zijn er?,8,https://www.ecb.europa.eu/euro/coins/html/index.en.html,https://www.ecb.europa.eu/euro/coins/html/index.en.html,niet gevonden,
803,niet gevonden,—,Hoeveel meter lang is de langste overspanning van de Akashi Kaikyōbrug?,1991,https://www.jb-honshi.co.jp/english/,https://www.jb-honshi.co.jp/english/,niet gevonden,
817,niet gevonden,—,Hoeveel ton staal werd gebruikt voor de Eiffeltoren?,7300,https://www.toureiffel.paris/en/the-monument/key-figures,https://www.toureiffel.paris/en/the-monument/key-figures,getal gezien,"7,300 tons"
818,niet gevonden,—,Hoeveel ton weegt de Eiffeltoren in totaal?,10100,https://mathworld.wolfram.com/PolygonDiagonal.html,https://mathworld.wolfram.com/PolygonDiagonal.html,niet gevonden,
820,niet gevonden,—,Hoeveel traptreden telt de Eiffeltoren naar de top?,1665,https://www.toureiffel.paris/en/the-monument/key-figures,https://www.toureiffel.paris/en/the-monument/key-figures,niet gevonden,
833,niet gevonden,—,Door hoeveel landen stroomt de Donau?,10,https://www.icpdr.org/,https://www.icpdr.org/,niet gevonden,
845,niet gevonden,—,Hoeveel eilanden vormen Indonesië volgens de officiële telling?,17508,https://www.big.go.id/en,https://www.big.go.id/en,niet gevonden,
899,niet gevonden,—,Hoeveel landen grenzen aan Oostenrijk?,8,https://www.austria.info/en/service-and-facts/about-austria,https://www.austria.info/en/service-and-facts/about-austria,niet gevonden,
980,niet gevonden,—,Wat is de gemiddelde diepte van alle wereldzeeën en oceanen in meters?,3688,https://oceanservice.noaa.gov/facts/oceandepth.html,https://oceanservice.noaa.gov/facts/oceandepth.html,niet gevonden,
997,niet gevonden,—,Hoeveel jaar duurde de Amerikaanse Onafhankelijkheidsoorlog?,8,https://www.archives.gov/founding-docs/declaration,https://www.archives.gov/founding-docs/declaration,niet gevonden,
1006,niet gevonden,—,Hoeveel kilometer lang was de historische Zijderoute ongeveer?,7000,https://en.unesco.org/silkroad/about-silk-roads,https://en.unesco.org/silkroad/about-silk-roads,niet gevonden,
1023,niet gevonden,—,Hoeveel uren zitten er in een standaard kalenderjaar?,8760,https://www.berlin.de/mauer/en/history/berlin-wall-fall/,https://www.berlin.de/mauer/en/history/berlin-wall-fall/,niet gevonden,
1074,niet gevonden,—,Hoeveel dagen duurt de zwangerschap van een geit?,150,https://www.merckvetmanual.com/management-and-nutrition/management-of-reproduction-goats,https://www.merckvetmanual.com/management-and-nutrition/management-of-reproduction-goats,niet gevonden,
1075,niet gevonden,—,Hoeveel dagen duurt de zwangerschap van een varken?,114,https://www.merckvetmanual.com/management-and-nutrition/management-of-reproduction-pigs,https://www.merckvetmanual.com/management-and-nutrition/management-of-reproduction-pigs,niet gevonden,
1076,niet gevonden,—,Hoeveel kilogram staal zit er ongeveer in een gemiddelde auto?,900,https://www.steel.org/automotive,https://www.steel.org/automotive,niet gevonden,
1078,niet gevonden,—,Hoeveel ton aardappelen werd wereldwijd geproduceerd in 2023?,383000000,https://www.fao.org/faostat/en/#data/QCL,https://www.fao.org/faostat/en/#data/QCL,niet gevonden,
1079,niet gevonden,—,Hoeveel ton aluminium wordt wereldwijd jaarlijks geproduceerd?,70000000,https://www.usgs.gov/centers/national-minerals-information-center/aluminum-statistics-and-information,https://www.usgs.gov/centers/national-minerals-information-center/aluminum-statistics-and-information,niet gevonden,
1080,niet gevonden,—,Hoeveel ton cement wordt wereldwijd jaarlijks geproduceerd?,4000000000,https://www.usgs.gov/centers/national-minerals-information-center/cement-statistics-and-information,https://www.usgs.gov/centers/national-minerals-information-center/cement-statistics-and-information,niet gevonden,
1081,niet gevonden,—,Hoeveel ton plastic wordt wereldwijd jaarlijks geproduceerd?,400000000,https://www.unep.org/interactives/beat-plastic-pollution/,https://www.unep.org/interactives/beat-plastic-pollution/,niet gevonden,
1082,niet gevonden,—,Hoeveel ton rijst werd wereldwijd geproduceerd in 2023?,530000000,https://www.fao.org/faostat/en/#data/QCL,https://www.fao.org/faostat/en/#data/QCL,niet gevonden,
1083,niet gevonden,—,Hoeveel ton staal werd wereldwijd geproduceerd in 2023?,1900000000,https://worldsteel.org/steel-topics/statistics/annual-crude-steel-production/,https://worldsteel.org/steel-topics/statistics/annual-crude-steel-production/,niet gevonden,
1084,niet gevonden,—,Hoeveel ton tarwe werd wereldwijd geproduceerd in 2023?,785000000,https://www.fao.org/faostat/en/#data/QCL,https://www.fao.org/faostat/en/#data/QCL,niet gevonden,
1086,niet gevonden,—,Welk percentage van het wereldwijde staal wordt geproduceerd in China?,54,https://worldsteel.org/steel-topics/statistics/annual-crude-steel-production/,https://worldsteel.org/steel-topics/statistics/annual-crude-steel-production/,niet gevonden,
1090,niet gevonden,—,Hoeveel delen CO₂ per miljoen delen lucht meet NASA nu?,425,https://climate.nasa.gov/vital-signs/carbon-dioxide/,https://climate.nasa.gov/vital-signs/carbon-dioxide/,niet gevonden,
1091,niet gevonden,—,Hoeveel delen CO₂ per miljoen delen lucht zat er rond het pre-industriële referentiejaar in de atmosfeer?,280,https://climate.nasa.gov/vital-signs/carbon-dioxide/,https://climate.nasa.gov/vital-signs/carbon-dioxide/,niet gevonden,
1094,niet gevonden,—,Hoeveel procent van de landbouwgrond wordt gebruikt voor voedsel dat uiteindelijk niet wordt opgegeten?,30,https://www.fao.org/food-loss-reduction/en/,https://www.fao.org/food-loss-reduction/en/,niet gevonden,
1095,niet gevonden,—,Hoeveel procent van de oorspronkelijke bossen in de wereld is nog over?,36,https://www.fao.org/interactive/forest-resources-assessment/2020/en/,https://www.fao.org/interactive/forest-resources-assessment/2020/en/,getal gezien,36%
1098,niet gevonden,—,Hoeveel ton plastic afval produceert de mensheid jaarlijks volgens UNEP ongeveer?,400000000,https://www.unep.org/interactives/beat-plastic-pollution/,https://www.unep.org/interactives/beat-plastic-pollution/,niet gevonden,
1099,niet gevonden,—,Welk percentage van het mariene afval bestaat volgens UNEP minstens uit plastic?,85,https://www.unep.org/interactives/beat-plastic-pollution/,https://www.unep.org/interactives/beat-plastic-pollution/,niet gevonden,
1142,niet gevonden,—,Wat is de snelheid van het licht in vacuüm ongeveer?,300000,https://physics.nist.gov/cgi-bin/cuu/Value?c,https://physics.nist.gov/cgi-bin/cuu/Value?c,niet gevonden,
1318,niet gevonden,—,Hoeveel atomen bevat één molecuul methaan?,5,https://pubchem.ncbi.nlm.nih.gov/compound/Methane,https://pubchem.ncbi.nlm.nih.gov/compound/Methane,niet gevonden,
1319,niet gevonden,—,Hoeveel belangrijkste producten ontstaan bij de reactie tussen azijn en baking soda?,3,https://www.acs.org/education/whatischemistry/landmarks/acid-base.html,https://www.acs.org/education/whatischemistry/landmarks/acid-base.html,niet gevonden,
1325,niet gevonden,—,Hoeveel keer zuurder is een oplossing met pH 3 dan een oplossing met pH 5?,100,https://www.usgs.gov/special-topics/water-science-school/science/ph-and-water,https://www.usgs.gov/special-topics/water-science-school/science/ph-and-water,niet gevonden,
1326,niet gevonden,—,Hoeveel neutronen heeft koolstof-14?,8,https://physics.nist.gov/cgi-bin/Compositions/stand_alone.pl,https://physics.nist.gov/cgi-bin/Compositions/stand_alone.pl,bevestigd,0.9893(8)
1335,niet gevonden,—,Hoeveel kleuren heeft een standaard Rubiks kubus?,6,https://www.catan.com/understand-catan/game-rules,https://www.catan.com/understand-catan/game-rules,bevestigd,CATAN - The Helpers (6)
1337,niet gevonden,—,Hoeveel pionnen heeft iedere speler bij de start van schaken?,8,https://shop.hasbro.com/en-us/product/jenga-game/6D3B9C7E-5056-9047-F5D5-7B7B8C4A7B4B,https://shop.hasbro.com/en-us/product/jenga-game/6D3B9C7E-5056-9047-F5D5-7B7B8C4A7B4B,niet gevonden,
1390,niet gevonden,—,Hoeveel minuten officiële speeltijd heeft een rugbyunionwedstrijd?,80,https://www.world.rugby/the-game/laws/law/5,https://www.world.rugby/the-game/laws/law/5,niet gevonden,
1401,niet gevonden,—,Hoeveel speelminuten duurt een officiële voetbalwedstrijd zonder verlenging?,90,https://www.theifab.com/laws/latest/the-duration-of-the-match/,https://www.theifab.com/laws/latest/the-duration-of-the-match/,niet gevonden,
1406,niet gevonden,—,Hoeveel spelers staan er op het ijs bij ijshockey (beide teams inclusief keepers)?,12,https://www.usahockeyrulebook.com/,https://www.usahockeyrulebook.com/,niet gevonden,
1407,niet gevonden,—,Hoeveel spelers staan er per basketbalteam tegelijk op het veld?,5,https://www.fiba.basketball/official-basketball-rules,https://www.fiba.basketball/official-basketball-rules,niet gevonden,
1410,niet gevonden,—,Hoeveel spelers staan er tegelijk op het veld bij voetbal?,22,https://www.theifab.com/laws/latest/the-players/,https://www.theifab.com/laws/latest/the-players/,niet gevonden,
1415,niet gevonden,—,Hoeveel veldspelers (inclusief keeper) staan er in het water bij waterpolo per team?,7,https://www.worldaquatics.com/rules,https://www.worldaquatics.com/rules,niet gevonden,
1416,niet gevonden,—,Wat is de exacte afstand van een marathonwedstrijd in meters?,42195,https://worldathletics.org/about-iaaf/documents/book-of-rules,https://worldathletics.org/about-iaaf/documents/book-of-rules,niet gevonden,
1418,niet gevonden,—,Wat is een perfecte score bij tienpinsbowling?,300,https://bowl.com/rules,https://bowl.com/rules,niet gevonden,
1422,niet gevonden,—,Hoeveel astronauten kunnen tijdens een normale missie ongeveer tegelijk in het ISS verblijven?,7,https://www.nasa.gov/mission_pages/station/main/index.html,https://www.nasa.gov/mission_pages/station/main/index.html,bevestigd,article 7 days ago
1423,niet gevonden,—,Hoeveel bekende manen heeft Jupiter volgens de gebruikte telling?,95,https://science.nasa.gov/jupiter/jupiter-moons/,https://science.nasa.gov/jupiter/jupiter-moons/,niet gevonden,
1426,niet gevonden,—,Hoeveel kilometer is de diameter van Jupiter ongeveer?,139820,https://science.nasa.gov/jupiter/facts/,https://science.nasa.gov/jupiter/facts/,niet gevonden,
1428,niet gevonden,—,Hoeveel kilometer is de diameter van de zon ongeveer?,1392700,https://science.nasa.gov/sun/facts/,https://science.nasa.gov/sun/facts/,niet gevonden,
1429,niet gevonden,—,Hoeveel kilometer is de gemiddelde afstand van Jupiter tot de zon?,778000000,https://science.nasa.gov/jupiter/facts/,https://science.nasa.gov/jupiter/facts/,niet gevonden,
1437,niet gevonden,—,In welk jaar werd de eerste ruimtestationmodule gelanceerd?,1971,https://www.nasa.gov/mission/skylab/,https://www.nasa.gov/mission/skylab/,niet gevonden,
1439,niet gevonden,—,Wat is de baansnelheid van het ISS ongeveer?,27600,https://www.nasa.gov/mission_pages/station/main/index.html,https://www.nasa.gov/mission_pages/station/main/index.html,niet gevonden,
1440,niet gevonden,—,Wat is de baansnelheid van het ISS ruimtestation in kilometer per uur?,27600,https://www.nasa.gov/mission_pages/station/main/index.html,https://www.nasa.gov/mission_pages/station/main/index.html,niet gevonden,
1442,niet gevonden,—,Wat is de diameter van de Maan in kilometers?,3474,https://science.nasa.gov/moon/facts/,https://science.nasa.gov/moon/facts/,niet gevonden,
1475,niet gevonden,—,In welk jaar werd de eerste computer-muis ontworpen?,1964,https://www.computerhistory.org/revolution/input-output/14/350,https://www.computerhistory.org/revolution/input-output/14/350,niet gevonden,
1481,niet gevonden,—,Hoeveel duizend beeldpunten telt een Full HD-scherm?,2074,https://www.itu.int/rec/R-REC-BT.709,https://www.itu.int/rec/R-REC-BT.709,niet gevonden,
1497,niet gevonden,—,Hoeveel wielen heeft een standaard dubbeldekkerbus meestal?,6,https://tfl.gov.uk/modes/buses/,https://tfl.gov.uk/modes/buses/,getal gezien,RB6
1498,niet gevonden,—,Hoeveel wielen heeft een standaard stadsbus meestal?,6,https://tfl.gov.uk/modes/buses/,https://tfl.gov.uk/modes/buses/,getal gezien,RB6
1509,niet gevonden,—,Hoeveel positieve delers heeft het getal 720?,30,https://mathworld.wolfram.com/Divisor.html,https://mathworld.wolfram.com/Divisor.html,niet gevonden,
1510,niet gevonden,—,Hoeveel seconden zitten er in één minuut?,60,https://www.bipm.org/en/publications/si-brochure,https://www.bipm.org/en/publications/si-brochure,niet gevonden,
