Categorie,Vraag NL,Antwoord,Bron EN,Status,excel_row
Geografie,"Hoeveel miljoen inwoners heeft Peru (2024, afgerond op tientallen)?",30,,nieuw-2026-09-latijns_amerika,1462
Geografie,"Hoeveel miljoen inwoners heeft Chili (2024, afgerond op tientallen)?",20,,nieuw-2026-09-latijns_amerika,1463
Geografie,Hoeveel duizend meter hoog ligt het Titicacameer boven zeeniveau (in duizenden afgerond)?,4,,nieuw-2026-09-latijns_amerika,1464
Gebouwen en infrastructuur,Hoeveel meter hoog is Christus Redentor inclusief sokkel afgerond op tientallen?,40,,nieuw-2026-09-latijns_amerika,1465
Gebouwen en infrastructuur,Hoeveel stappen telt de Mayapyramide El Castillo per zijde?,91,,nieuw-2026-09-latijns_amerika,1466
Gebouwen en infrastructuur,Hoeveel stappen telt El Castillo van Chichen Itza in totaal inclusief de top?,365,,nieuw-2026-09-latijns_amerika,1467
Geschiedenis,In welk jaar werd Mexico onafhankelijk van Spanje?,1821,,nieuw-2026-09-latijns_amerika,1468
Geschiedenis,In welk jaar werd Peru onafhankelijk van Spanje?,1821,,nieuw-2026-09-latijns_amerika,1469
Geschiedenis,In welk jaar werd Argentinië onafhankelijk van Spanje?,1816,,nieuw-2026-09-latijns_amerika,1470
Geschiedenis,In welk jaar werd Chili onafhankelijk van Spanje?,1818,,nieuw-2026-09-latijns_amerika,1471
Geschiedenis,In welk jaar werd Colombia onafhankelijk van Spanje?,1810,,nieuw-2026-09-latijns_amerika,1472
Geschiedenis,In welk jaar werd Venezuela onafhankelijk van Spanje?,1811,,nieuw-2026-09-latijns_amerika,1473
Geschiedenis,In welk jaar werd Bolivia onafhankelijk van Spanje?,1825,,nieuw-2026-09-latijns_amerika,1474
Geschiedenis,In welk jaar werd Paraguay onafhankelijk van Spanje?,1811,,nieuw-2026-09-latijns_amerika,1475
Dieren,Hoeveel soorten vogels telt Colombia bij benadering (in honderden afgerond)?,1900,,nieuw-2026-09-latijns_amerika,1476
Dieren,Hoeveel kilometer per uur sprint een jaguar afgerond op tientallen?,80,,nieuw-2026-09-latijns_amerika,1477
Eten & drinken,Hoeveel liter mate drinkt de gemiddelde Uruguayaan per jaar (in tientallen liters)?,80,,nieuw-2026-09-latijns_amerika,1478
Muziek,Hoeveel snaren heeft de klassieke Colombiaanse tiple?,12,,nieuw-2026-09-latijns_amerika,1479
Sport,Hoeveel keer was Mexico gastheer van de FIFA World Cup (2026 inbegrepen)?,3,,nieuw-2026-09-latijns_amerika,1480
Sport,Hoeveel keer won Brazilië de Copa América tot 2024?,9,,nieuw-2026-09-latijns_amerika,1481
Politiek en recht,Hoeveel departementen telt Colombia (2024)?,32,,nieuw-2026-09-latijns_amerika,1482
Politiek en recht,Hoeveel departementen telt Peru?,25,,nieuw-2026-09-latijns_amerika,1483
Politiek en recht,Hoeveel provincies telt Ecuador?,24,,nieuw-2026-09-latijns_amerika,1484
Politiek en recht,Hoeveel departementen telt Bolivia?,9,,nieuw-2026-09-latijns_amerika,1485
Sport,Hoeveel spelers heeft een hockeyteam op het veld per ploeg?,11,,nieuw-2026-09-sport,1486
Sport,Hoeveel spelers heeft een basketbalteam op het veld per ploeg?,5,,nieuw-2026-09-sport,1487
Sport,Hoeveel spelers heeft een handbalteam op het veld per ploeg?,7,,nieuw-2026-09-sport,1488
Sport,Hoeveel minuten duurt een NBA-basketbalwedstrijd officieel?,48,,nieuw-2026-09-sport,1489
Sport,Hoeveel pijlen gooit een darter per beurt?,3,,nieuw-2026-09-sport,1490
Sport,Hoeveel punten is een maximale dartscore met drie pijlen?,180,,nieuw-2026-09-sport,1491
Sport,Hoeveel kilometer lang is een marathon?,42,,nieuw-2026-09-sport,1492
Sport,Hoeveel kilometer lang is een halve marathon (afgerond)?,21,,nieuw-2026-09-sport,1493
Sport,Hoeveel meter is de klassieke sprintafstand in de atletiek?,100,,nieuw-2026-09-sport,1494
Sport,Hoeveel ringen heeft het Olympische symbool?,5,,nieuw-2026-09-sport,1495
Sport,Hoeveel jaar zit er tussen twee zomer-Olympische Spelen?,4,,nieuw-2026-09-sport,1496
Sport,Hoeveel jaar zit er tussen twee WK-voetbaltoernooien?,4,,nieuw-2026-09-sport,1497
Sport,Hoeveel keer werd de FIFA World Cup georganiseerd tot en met 2022?,22,,nieuw-2026-09-sport,1498
Sport,Hoeveel landen deden mee aan het FIFA World Cup 2022?,32,,nieuw-2026-09-sport,1499
Sport,Hoeveel landen doen mee aan het FIFA World Cup 2026?,48,,nieuw-2026-09-sport,1500
Sport,Hoeveel keer won Duitsland de FIFA World Cup?,4,,nieuw-2026-09-sport,1501
Sport,Hoeveel keer won Italië de FIFA World Cup?,4,,nieuw-2026-09-sport,1502
Sport,Hoeveel keer won Uruguay de FIFA World Cup?,2,,nieuw-2026-09-sport,1503
Sport,Hoeveel keer won Engeland de FIFA World Cup?,1,,nieuw-2026-09-sport,1504
Sport,Hoeveel keer won Spanje de FIFA World Cup?,1,,nieuw-2026-09-sport,1505
Sport,Hoeveel Champions League-titels won Real Madrid tot 2024?,15,,nieuw-2026-09-sport,1506
Sport,Hoeveel Champions League-titels won AC Milan tot 2024?,7,,nieuw-2026-09-sport,1507
Sport,Hoeveel punten levert een touchdown zonder extra point op?,6,,nieuw-2026-09-sport,1508
Sport,Hoeveel punten levert een fieldgoal op in American football?,3,,nieuw-2026-09-sport,1509
Sport,Hoeveel pogingen heeft een gewichtheffer per discipline?,3,,nieuw-2026-09-sport,1510
Sport,Hoeveel meter sprintt een schaatser op de kortebaan-afstand?,500,,nieuw-2026-09-sport,1511
